Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Postal Code
CA-2015-112375,21/12/15,27/12/15,Standard Class,RD-19720,32114
CA-2016-164574,29/7/16,3/8/16,Standard Class,RH-19555,28205
CA-2017-107874,21/11/17,25/11/17,Standard Class,SW-20275,10035
CA-2015-106187,23/6/15,29/6/15,Standard Class,RF-19345,30344
CA-2014-155271,4/5/14,4/5/14,Same Day,AA-10480,6457
CA-2017-141439,26/11/17,1/12/17,Standard Class,TT-21460,47374
CA-2017-110625,23/12/17,30/12/17,Standard Class,JB-16045,6810
CA-2017-100055,28/5/17,1/6/17,Standard Class,MD-17860,20707
CA-2017-117324,8/12/17,13/12/17,Standard Class,JP-15520,53711
CA-2014-111451,26/12/14,28/12/14,First Class,KL-16555,80906
CA-2017-154123,20/11/17,25/11/17,Standard Class,SC-20050,42420
CA-2014-135993,28/5/14,2/6/14,Standard Class,PJ-18835,98115
CA-2016-113817,7/11/16,11/11/16,Standard Class,MJ-17740,98115
CA-2015-105613,18/10/15,22/10/15,Standard Class,KN-16705,78501
CA-2017-167381,22/9/17,24/9/17,Second Class,EH-14005,48911
CA-2016-130638,16/5/16,19/5/16,Second Class,SC-20095,90045
CA-2017-123701,24/11/17,27/11/17,First Class,PG-18820,94110
CA-2016-157742,29/12/16,31/12/16,Second Class,KL-16645,97477
CA-2016-159142,4/4/16,5/4/16,First Class,ME-17320,22153
CA-2016-159765,9/5/16,12/5/16,Second Class,TH-21100,24153
CA-2016-142615,20/11/16,24/11/16,Standard Class,BM-11575,90640
US-2016-168620,24/12/16,28/12/16,Second Class,RB-19795,28205
CA-2017-145702,19/5/17,24/5/17,Second Class,AH-10075,37918
CA-2015-109386,8/11/15,13/11/15,Second Class,RH-19600,23666
CA-2015-130218,23/3/15,26/3/15,First Class,SG-20470,29501
CA-2017-125913,16/1/17,16/1/17,Same Day,JO-15145,90008
CA-2016-161207,29/8/16,3/9/16,Standard Class,AB-10060,3301
CA-2014-138072,30/12/14,3/1/15,Standard Class,GA-14725,19120
CA-2017-120894,28/4/17,2/5/17,Standard Class,JL-15130,28403
CA-2016-145548,11/11/16,16/11/16,Standard Class,EB-13750,10011
CA-2017-107342,17/12/17,22/12/17,Standard Class,VF-21715,47201
CA-2016-136301,13/3/16,15/3/16,Second Class,EH-13765,94109
CA-2016-111794,1/10/16,1/10/16,Same Day,HG-15025,79109
CA-2016-154508,16/11/16,20/11/16,Standard Class,RD-19900,88220
CA-2017-149160,23/11/17,26/11/17,Second Class,JM-15265,48187
CA-2015-140921,3/2/15,5/2/15,First Class,AA-10375,68104
CA-2017-145877,1/4/17,4/4/17,Second Class,AS-10090,65807
CA-2017-161956,27/8/17,29/8/17,Second Class,DR-12880,90301
US-2015-124219,7/8/15,8/8/15,First Class,KW-16570,63122
CA-2017-107132,26/6/17,30/6/17,Standard Class,SC-20260,10009
CA-2015-161718,4/12/15,10/12/15,Standard Class,SO-20335,11550
CA-2016-144540,5/9/16,10/9/16,Standard Class,GH-14410,77070
CA-2017-121216,23/12/17,25/12/17,Second Class,MM-17920,77840
CA-2015-130785,5/9/15,9/9/15,Standard Class,AG-10900,92105
CA-2016-153836,30/10/16,3/11/16,Standard Class,EH-13765,10011
CA-2016-136322,21/10/16,26/10/16,Standard Class,AP-10720,33311
US-2017-128447,10/11/17,17/11/17,Standard Class,MC-17845,99301
CA-2016-105473,16/4/16,18/4/16,Second Class,BM-11785,98115
CA-2014-147900,23/9/14,28/9/14,Standard Class,JK-15640,44107
CA-2015-115091,5/10/15,9/10/15,Standard Class,JJ-15760,22153
US-2016-115952,6/10/16,6/10/16,Same Day,JH-15910,74133
CA-2015-165085,27/12/15,31/12/15,Standard Class,BT-11485,20735
US-2017-104955,19/3/17,24/3/17,Standard Class,CG-12040,10024
CA-2017-140480,8/7/17,12/7/17,Standard Class,HE-14800,19711
US-2015-132836,1/6/15,5/6/15,Standard Class,AJ-10945,48227
CA-2014-158274,19/11/14,24/11/14,Second Class,RM-19675,71203
CA-2016-101378,14/7/16,14/7/16,Same Day,RH-19600,35810
US-2016-133508,17/4/16,21/4/16,Standard Class,SW-20350,68104
CA-2014-124688,27/8/14,29/8/14,First Class,CC-12610,22153
US-2014-147704,16/11/14,21/11/14,Standard Class,SR-20740,47401
CA-2016-140207,5/11/16,10/11/16,Standard Class,CS-12400,95123
US-2015-123960,11/6/15,16/6/15,Standard Class,BD-11605,71203
US-2017-163195,17/2/17,21/2/17,Second Class,LL-16840,70506
CA-2015-124107,9/10/15,12/10/15,Second Class,BM-11650,48104
CA-2015-157770,13/12/15,15/12/15,First Class,RD-19585,92592
US-2016-111290,22/7/16,26/7/16,Standard Class,DK-13375,48185
CA-2015-121783,10/11/15,14/11/15,Standard Class,PO-19180,55113
CA-2015-114048,14/12/15,18/12/15,Standard Class,EH-13945,92627
CA-2014-102085,4/10/14,9/10/14,Standard Class,JD-16015,98115
CA-2016-144764,2/9/16,8/9/16,Standard Class,RL-19615,60623
CA-2015-165813,20/3/15,22/3/15,Second Class,BM-11785,97301
US-2014-130379,25/5/14,29/5/14,Standard Class,JL-15235,60623
CA-2017-121412,23/9/17,27/9/17,Standard Class,BG-11695,80027
CA-2015-109512,5/3/15,5/3/15,Same Day,LF-17185,10011
CA-2016-119683,12/3/16,16/3/16,Second Class,CK-12595,10024
CA-2017-143252,18/12/17,24/12/17,Standard Class,HE-14800,53209
CA-2015-141810,2/11/15,7/11/15,Standard Class,BB-10990,78207
CA-2014-100706,16/12/14,18/12/14,Second Class,LE-16810,22153
CA-2017-107727,19/10/17,23/10/17,Second Class,MA-17560,77095
CA-2016-152814,28/4/16,2/5/16,Standard Class,EH-14005,80219
US-2015-138121,17/12/15,17/12/15,Same Day,JL-15835,48205
CA-2016-139381,18/4/16,22/4/16,Standard Class,RF-19840,23320
CA-2017-140963,10/6/17,13/6/17,First Class,MT-18070,90045
CA-2017-121258,26/2/17,3/3/17,Standard Class,DB-13060,92627
CA-2016-169215,14/7/16,18/7/16,Second Class,RE-19450,13021
CA-2014-111150,31/12/14,4/1/15,Standard Class,RW-19630,65203
CA-2017-122735,12/4/17,15/4/17,Second Class,BD-11320,2908
US-2017-160143,31/3/17,7/4/17,Standard Class,HG-14965,90004
CA-2016-152940,10/11/16,13/11/16,First Class,RO-19780,94110
CA-2017-100524,31/3/17,2/4/17,Second Class,CM-12115,10011
CA-2017-148264,8/12/17,9/12/17,First Class,LF-17185,90301
CA-2015-163762,27/11/15,1/12/15,Standard Class,JE-15475,10024
CA-2017-136623,11/7/17,16/7/17,Standard Class,TS-21430,92105
CA-2014-169775,29/8/14,2/9/14,Second Class,RA-19945,33178
CA-2017-161088,25/5/17,29/5/17,Standard Class,MH-18115,31907
CA-2015-131779,12/6/15,17/6/15,Standard Class,LE-16810,19711
CA-2016-169957,26/9/16,30/9/16,Standard Class,SN-20710,98042
CA-2017-154102,6/2/17,13/2/17,Standard Class,SN-20560,94109
US-2015-134558,19/12/15,24/12/15,Second Class,PM-19135,3820
CA-2015-104038,6/2/15,8/2/15,First Class,LO-17170,23434
US-2014-103905,14/7/14,20/7/14,Standard Class,AW-10930,60505
CA-2017-152975,14/9/17,16/9/17,First Class,RB-19705,10035
CA-2015-142419,11/7/15,13/7/15,Second Class,SC-20380,98115
CA-2017-109750,22/7/17,28/7/17,Standard Class,FH-14365,10009
US-2015-129553,27/7/15,2/8/15,Standard Class,PG-18820,40214
CA-2016-122063,3/12/16,7/12/16,Standard Class,MM-17920,47374
CA-2016-116736,17/1/16,21/1/16,Standard Class,CC-12430,3301
CA-2015-169740,20/2/15,25/2/15,Standard Class,LM-17065,71901
CA-2017-155292,30/10/17,1/11/17,First Class,RD-19810,40475
CA-2014-162866,27/12/14,31/12/14,Standard Class,Co-12640,60076
US-2016-116365,3/1/16,8/1/16,Standard Class,CA-12310,78207
CA-2016-103947,1/4/16,8/4/16,Standard Class,BB-10990,85635
CA-2014-103940,17/9/14,21/9/14,Standard Class,BN-11515,98103
CA-2017-127656,11/7/17,17/7/17,Standard Class,NW-18400,50701
CA-2016-122511,11/3/16,11/3/16,Same Day,BT-11485,19140
CA-2017-149720,4/6/17,7/6/17,Second Class,EM-14065,75034
CA-2016-167605,28/4/16,30/4/16,Second Class,RB-19570,60174
CA-2016-140018,21/11/16,26/11/16,Standard Class,CK-12205,43229
CA-2016-161662,7/2/16,9/2/16,First Class,BE-11410,43130
CA-2014-156314,24/12/14,26/12/14,First Class,RP-19390,44105
CA-2016-128972,13/11/16,17/11/16,Standard Class,TS-21430,73120
CA-2017-100783,4/9/17,8/9/17,Second Class,JK-16120,75043
CA-2014-153983,29/11/14,6/12/14,Standard Class,AH-10210,94122
US-2016-140158,4/10/16,8/10/16,Standard Class,DR-12940,2908
US-2015-142020,4/6/15,8/6/15,Second Class,TC-21535,10024
CA-2015-146255,7/3/15,10/3/15,First Class,EM-14140,19711
CA-2014-105270,11/11/14,18/11/14,Standard Class,AP-10915,90008
US-2016-126431,1/7/16,1/7/16,Same Day,SU-20665,10009
CA-2017-137876,30/4/17,5/5/17,Standard Class,DJ-13510,94110
CA-2016-127138,12/3/16,15/3/16,Second Class,DK-13225,94109
US-2017-119319,6/11/17,9/11/17,Second Class,LC-17050,75217
CA-2014-138128,9/12/14,15/12/14,Standard Class,FP-14320,19134
CA-2016-109953,14/7/16,18/7/16,Standard Class,RB-19360,94122
US-2016-113649,9/8/16,12/8/16,First Class,HA-14920,28314
US-2014-131870,9/9/14,11/9/14,First Class,NF-18595,43130
CA-2016-164770,2/12/16,4/12/16,Second Class,MY-18295,77036
US-2016-137295,8/1/16,13/1/16,Standard Class,VS-21820,27604
CA-2016-103730,12/6/16,15/6/16,First Class,SC-20725,19805
CA-2015-129098,9/10/15,13/10/15,Standard Class,DK-13090,22153
CA-2017-147354,9/3/17,13/3/17,Standard Class,KB-16315,90008
CA-2016-110009,8/9/16,13/9/16,Standard Class,TR-21325,98103
CA-2014-138023,15/8/14,18/8/14,First Class,KH-16510,75081
US-2017-111024,3/7/17,6/7/17,Second Class,SZ-20035,43130
CA-2016-153185,3/9/16,8/9/16,Standard Class,MH-17620,45231
CA-2017-128076,2/2/17,7/2/17,Standard Class,BO-11350,92105
CA-2014-125997,20/9/14,23/9/14,First Class,MW-18220,10011
CA-2016-160598,26/8/16,28/8/16,First Class,SV-20815,33142
CA-2016-123050,4/4/16,8/4/16,Second Class,BC-11125,12180
US-2014-109036,20/12/14,25/12/14,Standard Class,KH-16510,98103
CA-2015-132388,10/10/15,12/10/15,First Class,KN-16390,93101
CA-2015-166800,19/11/15,26/11/15,Standard Class,AG-10300,89115
CA-2016-118178,19/3/16,24/3/16,Standard Class,CC-12610,37211
CA-2015-130883,26/9/15,2/10/15,Standard Class,TB-21520,97206
CA-2015-127110,25/6/15,1/7/15,Standard Class,CH-12070,19143
CA-2015-100216,13/4/15,14/4/15,First Class,HJ-14875,85204
US-2016-136581,10/11/16,12/11/16,First Class,SV-20365,45373
CA-2015-167696,16/9/15,21/9/15,Standard Class,BD-11500,23602
CA-2017-146164,22/12/17,26/12/17,Standard Class,CM-12190,55901
CA-2017-119284,15/6/17,20/6/17,Standard Class,TS-21205,37211
CA-2016-109407,24/1/16,26/1/16,Second Class,HG-14965,39503
CA-2016-162901,28/3/16,31/3/16,First Class,AS-10045,22204
CA-2016-165148,22/10/16,24/10/16,First Class,PM-19135,48227
US-2017-103828,13/8/17,13/8/17,Same Day,JK-15370,94122
CA-2017-134152,27/5/17,31/5/17,Standard Class,RP-19855,98103
CA-2017-107986,13/12/17,13/12/17,Same Day,MW-18220,98103
CA-2015-100251,17/5/15,23/5/15,Standard Class,DV-13465,11561
CA-2016-116722,11/11/16,16/11/16,Standard Class,LP-17080,94110
CA-2016-147578,22/4/16,26/4/16,Second Class,PG-18895,94122
CA-2016-159639,27/11/16,2/12/16,Standard Class,PC-18745,7090
CA-2015-148495,13/8/15,13/8/15,Same Day,SF-20065,91767
US-2014-137155,1/11/14,5/11/14,Standard Class,DL-12925,11561
CA-2017-156363,22/10/17,28/10/17,Standard Class,ML-17395,19134
CA-2017-146185,15/9/17,19/9/17,Standard Class,CC-12145,77095
CA-2017-112529,19/11/17,21/11/17,First Class,SC-20770,78207
CA-2017-108756,25/12/17,29/12/17,Standard Class,PO-18865,7017
CA-2014-104780,21/5/14,25/5/14,Standard Class,BT-11530,92037
CA-2016-102981,6/9/16,9/9/16,Second Class,MO-17500,10035
US-2016-112396,9/2/16,13/2/16,Standard Class,JR-16210,94110
CA-2017-130043,15/9/17,19/9/17,Standard Class,BB-11545,77070
CA-2014-157924,11/10/14,13/10/14,First Class,HA-14920,91104
CA-2015-120320,5/3/15,9/3/15,Standard Class,MV-18190,77036
CA-2015-112053,11/10/15,13/10/15,Second Class,SH-20395,14609
CA-2016-126858,19/11/16,23/11/16,Standard Class,JM-15265,98115
CA-2017-121468,19/11/17,20/11/17,First Class,KD-16345,92683
CA-2017-158407,4/6/17,10/6/17,Standard Class,LW-16990,28110
US-2016-151827,31/3/16,2/4/16,Second Class,CS-11950,19134
CA-2014-136861,5/9/14,7/9/14,First Class,PR-18880,33710
CA-2017-135909,13/10/17,20/10/17,Standard Class,JW-15220,95823
US-2016-159093,9/5/16,14/5/16,Standard Class,RS-19420,90036
US-2015-158589,20/11/15,24/11/15,Standard Class,KW-16570,94109
US-2016-142251,31/10/16,4/11/16,Second Class,FO-14305,33021
US-2017-102183,21/8/17,28/8/17,Standard Class,PK-19075,10035
US-2015-122140,2/4/15,7/4/15,Standard Class,MO-17950,75220
US-2017-141677,26/3/17,30/3/17,Standard Class,HK-14890,77070
CA-2015-149811,4/1/15,10/1/15,Standard Class,CS-12250,55125
CA-2014-146591,19/1/14,20/1/14,First Class,TS-21340,85254
CA-2017-144484,11/9/17,11/9/17,Same Day,CB-12025,94110
CA-2014-122882,7/9/14,13/9/14,Standard Class,SB-20290,19134
CA-2015-120880,29/5/15,3/6/15,Standard Class,JL-15850,98105
CA-2015-133025,17/9/15,19/9/15,Second Class,MO-17800,90036
CA-2014-109218,30/6/14,3/7/14,Second Class,AR-10825,90004
CA-2016-120558,7/6/16,10/6/16,First Class,RD-19810,10035
CA-2015-134992,22/9/15,26/9/15,Second Class,MG-17875,22204
CA-2015-126725,17/11/15,21/11/15,Standard Class,BS-11665,92105
US-2017-148866,19/9/17,24/9/17,Standard Class,JM-15535,10011
US-2017-167402,13/1/17,18/1/17,Second Class,CP-12085,65807
CA-2015-137113,1/12/15,5/12/15,Second Class,TW-21025,98105
CA-2015-127481,12/12/15,15/12/15,Second Class,JD-15895,89115
CA-2016-113117,16/8/16,22/8/16,Standard Class,JP-15520,95616
CA-2016-128671,11/8/16,16/8/16,Standard Class,MT-18070,74133
CA-2014-161634,14/11/14,20/11/14,Standard Class,CC-12220,23320
US-2014-158365,12/4/14,17/4/14,Standard Class,SV-20785,47401
CA-2016-152646,21/11/16,26/11/16,Standard Class,TH-21235,90049
US-2017-135986,20/6/17,27/6/17,Standard Class,PG-18895,23223
CA-2014-120096,4/7/14,7/7/14,First Class,KE-16420,80013
CA-2016-118689,2/10/16,9/10/16,Standard Class,TC-20980,47905
CA-2016-115476,17/3/16,17/3/16,Same Day,VM-21835,19711
CA-2017-155362,17/12/17,21/12/17,Standard Class,DP-13105,54703
CA-2017-169474,4/2/17,9/2/17,Standard Class,JF-15355,14609
CA-2017-125388,19/10/17,23/10/17,Standard Class,MP-17965,1841
CA-2016-101693,25/6/16,27/6/16,Second Class,LC-17140,77070
CA-2015-148628,6/12/15,11/12/15,Standard Class,KM-16375,91360
CA-2014-165974,29/6/14,6/7/14,Standard Class,DL-12865,45231
CA-2017-165715,2/12/17,8/12/17,Standard Class,BG-11035,27405
CA-2015-120397,2/7/15,2/7/15,Same Day,RB-19435,77070
US-2014-155544,21/3/14,25/3/14,Standard Class,GM-14440,37918
CA-2014-163293,8/9/14,11/9/14,First Class,KC-16255,31204
CA-2015-149300,22/11/15,23/11/15,First Class,BH-11710,33012
US-2016-127425,26/8/16,31/8/16,Standard Class,DR-12880,10035
CA-2015-133242,18/6/15,24/6/15,Standard Class,KH-16510,22204
CA-2016-113516,8/9/16,10/9/16,Second Class,VM-21685,93534
CA-2017-166317,22/9/17,26/9/17,Standard Class,JE-15610,53209
CA-2017-135692,27/4/17,1/5/17,Standard Class,CV-12805,76106
CA-2017-121489,21/8/17,25/8/17,Second Class,CM-11815,98115
US-2014-114188,20/5/14,22/5/14,Second Class,RF-19345,3820
US-2017-107888,16/11/17,19/11/17,First Class,CC-12220,98103
CA-2017-105543,24/11/17,24/11/17,Same Day,BG-11695,67846
CA-2015-138219,23/3/15,30/3/15,Standard Class,BP-11095,90049
CA-2017-104381,16/12/17,23/12/17,Standard Class,RD-19810,14609
CA-2015-131534,28/3/15,2/4/15,Standard Class,AB-10165,90036
CA-2016-105900,17/9/16,23/9/16,Standard Class,BS-11590,47201
CA-2016-123526,24/12/16,25/12/16,First Class,BV-11245,98103
CA-2015-110289,29/10/15,2/11/15,Standard Class,NB-18655,94109
CA-2016-167983,21/8/16,24/8/16,Second Class,RP-19270,98115
US-2017-130953,29/7/17,3/8/17,Standard Class,RF-19735,73120
CA-2016-114405,7/4/16,12/4/16,Standard Class,AS-10240,19120
CA-2014-141152,16/9/14,19/9/14,First Class,RF-19345,10024
CA-2017-130526,26/11/17,29/11/17,First Class,GT-14755,61107
CA-2015-125185,5/3/15,7/3/15,Second Class,AH-10195,18018
CA-2016-111941,25/12/16,28/12/16,Second Class,BD-11620,10035
CA-2016-126795,13/6/16,16/6/16,Second Class,GT-14710,10024
CA-2015-157287,22/12/15,23/12/15,First Class,HR-14830,19140
CA-2017-144680,31/3/17,2/4/17,First Class,SC-20260,76017
CA-2015-137708,22/11/15,25/11/15,Second Class,NG-18430,90008
CA-2017-150931,6/1/17,13/1/17,Standard Class,DP-13390,35401
CA-2016-133711,26/11/16,29/11/16,First Class,MC-17425,36608
CA-2016-161676,18/7/16,23/7/16,Standard Class,JP-15460,85301
US-2016-153129,26/12/16,30/12/16,Standard Class,FP-14320,98105
CA-2014-169803,6/4/14,12/4/14,Standard Class,SC-20260,98115
US-2016-157840,20/12/16,23/12/16,Second Class,MC-17575,68025
CA-2016-140564,5/12/16,10/12/16,Second Class,TC-21475,20016
US-2017-160465,21/7/17,26/7/17,Standard Class,SW-20350,44105
CA-2015-154746,14/11/15,17/11/15,First Class,PJ-18835,22153
CA-2015-157035,9/12/15,12/12/15,First Class,KB-16600,47201
CA-2017-102197,20/12/17,26/12/17,Standard Class,DK-13150,10009
CA-2016-115224,8/12/16,11/12/16,Second Class,DB-13615,94110
CA-2017-126928,17/9/17,23/9/17,Standard Class,GZ-14470,7960
CA-2017-161459,25/11/17,29/11/17,Second Class,EB-13750,92677
CA-2014-130155,19/5/14,22/5/14,First Class,TD-20995,23464
US-2017-158218,12/5/17,15/5/17,Second Class,AC-10420,77041
CA-2014-107181,4/2/14,8/2/14,Standard Class,DB-13270,92024
CA-2017-124261,14/11/17,19/11/17,Standard Class,JE-15715,90049
CA-2014-130729,24/10/14,29/10/14,Standard Class,AA-10375,91730
CA-2017-167752,15/1/17,18/1/17,First Class,RW-19690,19134
CA-2015-131128,19/10/15,20/10/15,First Class,TB-21520,3301
CA-2015-127173,26/9/15,3/10/15,Standard Class,GM-14500,11572
CA-2014-101833,17/11/14,22/11/14,Second Class,FG-14260,10024
CA-2017-108294,10/12/17,10/12/17,Same Day,LS-16975,68104
CA-2017-160724,5/5/17,10/5/17,Standard Class,YS-21880,31907
CA-2017-112774,11/9/17,12/9/17,First Class,RC-19960,32216
CA-2017-133263,31/3/17,2/4/17,Second Class,JE-15610,30318
CA-2016-101938,7/1/16,12/1/16,Standard Class,DW-13480,94601
US-2017-108063,2/12/17,5/12/17,First Class,AS-10090,22901
CA-2014-104976,9/12/14,16/12/14,Standard Class,CK-12760,94122
CA-2017-120719,23/3/17,26/3/17,First Class,SJ-20125,98105
CA-2014-127159,12/5/14,15/5/14,First Class,HL-15040,53209
CA-2015-164336,5/7/15,10/7/15,Standard Class,MW-18220,19140
US-2014-148838,17/3/14,21/3/14,Standard Class,CP-12340,10024
CA-2014-107454,2/11/14,6/11/14,Standard Class,RD-19720,10024
CA-2017-148985,11/11/17,15/11/17,Second Class,TB-21190,90045
CA-2015-138954,15/11/15,17/11/15,First Class,MH-17785,10035
CA-2016-130442,16/12/16,19/12/16,First Class,SF-20065,27534
CA-2016-144911,27/11/16,30/11/16,First Class,RW-19630,66212
CA-2017-161053,22/9/17,23/9/17,First Class,JE-15745,72701
CA-2014-113929,16/6/14,21/6/14,Standard Class,CK-12205,11550
CA-2017-140186,29/9/17,2/10/17,First Class,PG-18820,93309
US-2017-116897,27/5/17,29/5/17,First Class,JG-15160,83201
CA-2017-165687,17/11/17,23/11/17,Standard Class,CS-12355,24153
CA-2016-128412,10/12/16,17/12/16,Standard Class,AP-10915,98105
CA-2017-116498,30/5/17,3/6/17,Standard Class,KA-16525,92037
CA-2015-147816,24/9/15,26/9/15,Second Class,CM-11935,85705
CA-2016-155138,8/9/16,12/9/16,Standard Class,JM-15580,28110
CA-2016-166282,16/4/16,22/4/16,Standard Class,PK-19075,37211
US-2017-107979,8/6/17,13/6/17,Standard Class,FO-14305,85301
CA-2017-126382,3/6/17,7/6/17,Standard Class,HK-14890,37064
CA-2014-153850,24/11/14,29/11/14,Standard Class,TH-21100,43615
US-2017-116491,11/11/17,13/11/17,First Class,PG-18820,75081
US-2017-115595,9/10/17,11/10/17,First Class,XP-21865,90032
CA-2015-116841,14/4/15,18/4/15,Standard Class,TP-21130,97477
US-2016-155103,2/12/16,7/12/16,Standard Class,JF-15190,10024
CA-2014-149244,4/11/14,8/11/14,Standard Class,MS-17530,92037
CA-2016-126809,9/4/16,13/4/16,Standard Class,EB-13750,98103
CA-2017-139787,19/9/17,23/9/17,Standard Class,JP-16135,31907
CA-2016-160479,15/9/16,20/9/16,Standard Class,AH-10585,98105
CA-2016-109827,25/12/16,1/1/17,Standard Class,LW-16825,85023
CA-2014-131800,30/12/14,4/1/15,Standard Class,AJ-10960,10035
CA-2017-154137,11/11/17,17/11/17,Standard Class,MT-17815,10009
CA-2015-105725,18/2/15,24/2/15,Standard Class,GT-14755,90805
CA-2017-163020,15/9/17,19/9/17,Standard Class,MO-17800,10009
US-2016-157728,22/9/16,28/9/16,Standard Class,RC-19960,49505
US-2016-153815,6/11/16,9/11/16,First Class,KL-16555,32216
CA-2017-144036,22/11/17,26/11/17,Standard Class,FO-14305,77070
CA-2017-160423,21/1/17,26/1/17,Standard Class,PS-19045,28205
CA-2014-164210,18/11/14,20/11/14,Second Class,PW-19240,80027
CA-2017-100384,24/6/17,1/7/17,Standard Class,NH-18610,91767
CA-2017-148320,3/11/17,8/11/17,Standard Class,PG-18895,94109
CA-2015-156923,16/2/15,20/2/15,Standard Class,SP-20860,3820
CA-2016-138478,21/10/16,26/10/16,Second Class,DP-13390,89031
CA-2016-158617,22/9/16,28/9/16,Standard Class,AC-10660,46226
US-2016-169040,6/12/16,12/12/16,Standard Class,GT-14710,98105
CA-2017-117933,24/12/17,29/12/17,Standard Class,RF-19840,10024
CA-2014-127523,11/5/14,18/5/14,Standard Class,BG-11695,13601
CA-2016-169943,19/5/16,24/5/16,Standard Class,BN-11515,10011
CA-2016-108987,8/9/16,10/9/16,Second Class,AG-10675,77036
US-2017-114356,20/8/17,26/8/17,Standard Class,TT-21460,28205
CA-2016-162355,30/6/16,2/7/16,Second Class,PF-19165,30328
CA-2014-109890,21/7/14,27/7/14,Standard Class,PG-18820,68104
CA-2016-157217,19/7/16,21/7/16,First Class,TC-21535,94110
CA-2017-105487,8/10/17,14/10/17,Standard Class,CS-12250,92105
CA-2017-100580,13/8/17,20/8/17,Standard Class,MK-17905,92037
CA-2017-112865,18/5/17,22/5/17,Standard Class,BH-11710,19140
US-2016-134761,30/11/16,30/11/16,Same Day,DB-13210,28601
CA-2016-125794,29/9/16,3/10/16,Standard Class,ML-17410,90008
CA-2016-130001,23/4/16,28/4/16,Standard Class,HK-14890,28205
CA-2015-158148,20/12/15,26/12/15,Standard Class,JM-15865,22204
CA-2017-162691,1/8/17,7/8/17,Standard Class,AS-10045,78745
CA-2014-108273,16/12/14,21/12/14,Standard Class,EJ-13720,77340
CA-2015-110877,23/10/15,26/10/15,First Class,JE-15715,77041
US-2015-138303,3/9/15,7/9/15,Standard Class,MG-18145,19134
CA-2014-169852,21/10/14,26/10/14,Standard Class,SF-20965,92024
CA-2015-118871,4/12/15,9/12/15,Second Class,HM-14860,90049
CA-2016-157588,14/7/16,19/7/16,Standard Class,AR-10570,31907
US-2014-117163,27/1/14,2/2/14,Standard Class,EJ-13720,92037
US-2017-111920,22/10/17,26/10/17,Standard Class,PS-18970,74133
CA-2016-101623,28/2/16,6/3/16,Standard Class,RR-19525,10035
CA-2015-111514,31/8/15,2/9/15,First Class,SC-20260,94122
CA-2014-126963,15/6/14,15/6/14,Same Day,PS-18760,79907
CA-2016-119865,21/6/16,26/6/16,Standard Class,AS-10090,10011
CA-2017-119655,20/4/17,24/4/17,Standard Class,CV-12295,48234
CA-2016-145730,3/3/16,8/3/16,Standard Class,CC-12220,78207
CA-2015-127418,13/6/15,14/6/15,First Class,JJ-15445,90004
US-2017-112347,2/12/17,6/12/17,Standard Class,BS-11380,80219
CA-2015-130876,12/5/15,16/5/15,Second Class,AZ-10750,10024
CA-2017-135069,10/4/17,14/4/17,Standard Class,BS-11755,19143
CA-2017-128160,19/12/17,24/12/17,Second Class,MM-17920,94110
CA-2015-129217,10/5/15,10/5/15,Same Day,DP-13390,60505
CA-2015-129546,28/9/15,5/10/15,Standard Class,RP-19855,90032
CA-2017-115805,31/7/17,31/7/17,Same Day,KW-16435,60653
US-2014-117135,21/6/14,23/6/14,Second Class,NP-18325,22980
CA-2015-121776,16/2/15,21/2/15,Standard Class,RD-19585,90008
US-2015-156867,13/11/15,17/11/15,Standard Class,LC-16870,80013
CA-2015-155600,4/12/15,7/12/15,Second Class,RO-19780,37042
CA-2017-161102,31/7/17,3/8/17,First Class,EC-14050,94110
CA-2015-137897,14/11/15,19/11/15,Standard Class,PJ-18835,10035
US-2017-139465,27/8/17,30/8/17,First Class,MR-17545,10024
CA-2016-142762,23/5/16,27/5/16,Standard Class,LD-17005,94109
CA-2017-123036,10/9/17,17/9/17,Standard Class,HA-14905,45503
CA-2016-149335,25/7/16,25/7/16,Same Day,BC-11125,94122
CA-2016-107104,26/11/16,30/11/16,Standard Class,MS-17365,90045
US-2017-145366,9/12/17,13/12/17,Standard Class,CA-12310,45231
US-2014-139500,16/11/14,20/11/14,Standard Class,AB-10165,62521
CA-2016-119935,10/11/16,14/11/16,Standard Class,KM-16225,65807
US-2016-144477,12/8/16,14/8/16,Second Class,DB-13270,19134
CA-2015-131884,6/12/15,6/12/15,Same Day,DK-13375,43302
CA-2017-127313,1/12/17,4/12/17,First Class,RA-19285,19120
CA-2016-144344,28/10/16,28/10/16,Same Day,PG-18820,33437
CA-2017-104647,23/2/17,1/3/17,Standard Class,CK-12595,90008
CA-2016-153577,27/6/16,1/7/16,Standard Class,KH-16330,60035
CA-2017-120614,30/5/17,4/6/17,Standard Class,SM-20950,90004
US-2017-133781,22/6/17,23/6/17,First Class,DC-12850,33178
CA-2017-150707,14/10/17,19/10/17,Standard Class,EL-13735,21044
US-2017-158512,12/1/17,17/1/17,Second Class,DA-13450,20016
CA-2017-124401,7/9/17,12/9/17,Standard Class,RD-19900,97206
US-2015-120502,13/4/15,19/4/15,Standard Class,BT-11395,90036
CA-2015-153738,20/9/15,22/9/15,First Class,AG-10270,1841
CA-2017-115994,28/1/17,31/1/17,Second Class,BT-11305,92627
