City,State,Postal Code,Region,Country,Customer ID
Parma,Ohio,44134,East,United States,AC-10660
Gresham,Oregon,97030,West,United States,SG-20470
Anaheim,California,92804,West,United States,CA-12310
New York City,New York,10035,East,United States,SH-20395
Houston,Texas,77070,Central,United States,MC-17605
Concord,New Hampshire,3301,East,United States,JE-15610
Fairfield,Ohio,45014,East,United States,MS-17530
Johnson City,Tennessee,37604,South,United States,BH-11710
Seattle,Washington,98105,West,United States,ME-17725
League City,Texas,77573,Central,United States,MB-17305
Gaithersburg,Maryland,20877,East,United States,BM-11575
Chicago,Illinois,60653,Central,United States,SC-20575
Huntsville,Alabama,35810,South,United States,MH-18115
Lawrence,Massachusetts,1841,East,United States,AR-10345
Chicago,Illinois,60623,Central,United States,MO-17500
Fairfield,Connecticut,6824,East,United States,AD-10180
New York City,New York,10009,East,United States,KD-16345
Seattle,Washington,98103,West,United States,FM-14215
Aurora,Colorado,80013,West,United States,ZC-21910
Lehi,Utah,84043,West,United States,KS-16300
Tuscaloosa,Alabama,35401,South,United States,DP-13390
San Francisco,California,94109,West,United States,BD-11605
Wilmington,Delaware,19805,East,United States,IL-15100
Lafayette,Indiana,47905,Central,United States,LP-17095
Redondo Beach,California,90278,West,United States,JH-15985
Seattle,Washington,98115,West,United States,JD-16015
New York City,New York,10009,East,United States,DL-13330
Royal Oak,Michigan,48073,Central,United States,NC-18415
San Francisco,California,94109,West,United States,AS-10225
New York City,New York,10009,East,United States,MS-17980
North Las Vegas,Nevada,89031,West,United States,TS-21205
Carrollton,Texas,75007,Central,United States,JK-15730
Los Angeles,California,90008,West,United States,TC-21535
Seattle,Washington,98103,West,United States,AB-10015
Fort Lauderdale,Florida,33311,South,United States,DP-13000
Columbia,Tennessee,38401,South,United States,CY-12745
Providence,Rhode Island,2908,East,United States,BE-11455
Jacksonville,Florida,32216,South,United States,KL-16555
Oceanside,California,92054,West,United States,PS-19045
Jacksonville,Florida,32216,South,United States,JR-16210
New York City,New York,10024,East,United States,AH-10210
Chicago,Illinois,60610,Central,United States,RW-19630
Huntington Beach,California,92646,West,United States,AH-10075
San Diego,California,92105,West,United States,IM-15070
Nashville,Tennessee,37211,South,United States,CK-12760
New York City,New York,10009,East,United States,AG-10390
Colorado Springs,Colorado,80906,West,United States,CL-12700
San Francisco,California,94110,West,United States,AW-10930
Chicago,Illinois,60653,Central,United States,HG-14965
Memphis,Tennessee,38109,South,United States,RB-19645
New York City,New York,10011,East,United States,SZ-20035
Raleigh,North Carolina,27604,South,United States,KS-16300
Los Angeles,California,90045,West,United States,SC-20050
Los Angeles,California,90004,West,United States,AB-10060
Newport News,Virginia,23602,South,United States,EH-14125
Los Angeles,California,90032,West,United States,CC-12475
Jackson,Mississippi,39212,South,United States,TM-21010
Richmond,Indiana,47374,Central,United States,SC-20695
New York City,New York,10035,East,United States,Dp-13240
Philadelphia,Pennsylvania,19134,East,United States,LR-17035
Phoenix,Arizona,85023,West,United States,TS-21370
Cleveland,Ohio,44105,East,United States,SW-20350
Toledo,Ohio,43615,East,United States,TH-21100
Los Angeles,California,90008,West,United States,SS-20410
New York City,New York,10011,East,United States,MZ-17515
San Diego,California,92037,West,United States,JE-15475
Oklahoma City,Oklahoma,73120,Central,United States,RF-19735
Chicago,Illinois,60653,Central,United States,CV-12295
San Francisco,California,94109,West,United States,VG-21790
Vineland,New Jersey,8360,East,United States,BB-11545
Milwaukee,Wisconsin,53209,Central,United States,HR-14770
Seattle,Washington,98115,West,United States,SC-20260
Naperville,Illinois,60540,Central,United States,EG-13900
Wilmington,Delaware,19805,East,United States,TS-21370
Los Angeles,California,90036,West,United States,AI-10855
Chicago,Illinois,60610,Central,United States,DD-13570
Des Moines,Washington,98198,West,United States,AB-10060
Philadelphia,Pennsylvania,19140,East,United States,KB-16240
Atlanta,Georgia,30318,South,United States,JC-15775
Dallas,Texas,75217,Central,United States,AH-10465
Moreno Valley,California,92553,West,United States,NM-18520
Georgetown,Kentucky,40324,South,United States,TP-21130
Minneapolis,Minnesota,55407,Central,United States,DL-12925
Wilmington,Delaware,19805,East,United States,CA-12265
Burlington,North Carolina,27217,South,United States,SC-20380
Los Angeles,California,90008,West,United States,TT-21460
Trenton,Michigan,48183,Central,United States,MA-17560
San Francisco,California,94109,West,United States,JM-16195
Los Angeles,California,90049,West,United States,MB-18085
Houston,Texas,77070,Central,United States,SV-20365
Milwaukee,Wisconsin,53209,Central,United States,CG-12040
San Francisco,California,94122,West,United States,BD-11500
Cleveland,Ohio,44105,East,United States,JK-15640
Monroe,North Carolina,28110,South,United States,JM-15580
Lowell,Massachusetts,1852,East,United States,SC-20230
Dallas,Texas,75081,Central,United States,ME-17320
Philadelphia,Pennsylvania,19120,East,United States,KN-16390
Loveland,Colorado,80538,West,United States,HM-14860
Loveland,Colorado,80538,West,United States,JM-15580
Woonsocket,Rhode Island,2895,East,United States,KH-16690
Chicago,Illinois,60610,Central,United States,BK-11260
Bakersfield,California,93309,West,United States,PN-18775
Dallas,Texas,75217,Central,United States,AZ-10750
Philadelphia,Pennsylvania,19140,East,United States,GM-14500
Deltona,Florida,32725,South,United States,BM-11785
Columbus,Georgia,31907,South,United States,NH-18610
Nashville,Tennessee,37211,South,United States,PN-18775
Philadelphia,Pennsylvania,19134,East,United States,EH-13765
Chicago,Illinois,60610,Central,United States,HA-14905
Dallas,Texas,75220,Central,United States,AB-10150
Carlsbad,New Mexico,88220,West,United States,MS-17365
Philadelphia,Pennsylvania,19134,East,United States,DD-13570
New York City,New York,10009,East,United States,MT-17815
Oceanside,New York,11572,East,United States,GM-14500
Lafayette,Louisiana,70506,South,United States,KB-16585
New York City,New York,10009,East,United States,DM-13015
Anaheim,California,92804,West,United States,BP-11185
Deltona,Florida,32725,South,United States,EP-13915
New York City,New York,10009,East,United States,FG-14260
Seattle,Washington,98103,West,United States,AB-10255
San Diego,California,92105,West,United States,RD-19480
Oklahoma City,Oklahoma,73120,Central,United States,TS-21430
Mount Vernon,New York,10550,East,United States,JA-15970
San Francisco,California,94109,West,United States,SW-20455
New York City,New York,10009,East,United States,FP-14320
Los Angeles,California,90045,West,United States,JL-15835
Chandler,Arizona,85224,West,United States,JL-15175
Long Beach,New York,11561,East,United States,JG-15160
San Francisco,California,94109,West,United States,SH-19975
Helena,Montana,59601,West,United States,LS-17200
New York City,New York,10011,East,United States,CS-11860
Kirkwood,Missouri,63122,Central,United States,KW-16570
Chicago,Illinois,60653,Central,United States,GH-14410
Peoria,Arizona,85345,West,United States,AG-10495
Seattle,Washington,98103,West,United States,TS-21430
Taylor,Michigan,48180,Central,United States,AJ-10945
Pasadena,California,91104,West,United States,SJ-20215
Midland,Michigan,48640,Central,United States,SC-20020
Detroit,Michigan,48205,Central,United States,LA-16780
Pueblo,Colorado,81001,West,United States,FC-14335
Waco,Texas,76706,Central,United States,CA-12265
San Francisco,California,94109,West,United States,JH-15985
New York City,New York,10024,East,United States,AJ-10795
Los Angeles,California,90036,West,United States,BT-11395
Woonsocket,Rhode Island,2895,East,United States,DJ-13510
Columbus,Georgia,31907,South,United States,AG-10675
Jacksonville,Florida,32216,South,United States,JD-15790
Philadelphia,Pennsylvania,19140,East,United States,EH-14125
Columbus,Indiana,47201,Central,United States,ZC-21910
Pasadena,Texas,77506,Central,United States,XP-21865
San Francisco,California,94122,West,United States,DK-12985
Columbia,South Carolina,29203,South,United States,CS-12250
Kent,Washington,98031,West,United States,AI-10855
Round Rock,Texas,78664,Central,United States,AA-10315
Oakland,California,94601,West,United States,RE-19450
Auburn,New York,13021,East,United States,TM-21010
Newark,Delaware,19711,East,United States,YS-21880
New York City,New York,10024,East,United States,AZ-10750
Redlands,California,92374,West,United States,CM-12445
Roseville,Michigan,48066,Central,United States,JB-16000
New York City,New York,10011,East,United States,LC-16930
Detroit,Michigan,48205,Central,United States,CA-12775
Detroit,Michigan,48234,Central,United States,SR-20425
Springfield,Missouri,65807,Central,United States,PP-18955
Los Angeles,California,90036,West,United States,JM-15865
New York City,New York,10011,East,United States,AS-10090
San Francisco,California,94109,West,United States,LS-16975
Fresno,California,93727,West,United States,SA-20830
Texarkana,Arkansas,71854,South,United States,LS-17200
San Francisco,California,94110,West,United States,TM-21490
Indianapolis,Indiana,46203,Central,United States,TT-21265
Columbia,Maryland,21044,East,United States,DN-13690
San Jose,California,95123,West,United States,EB-14110
Seattle,Washington,98115,West,United States,CM-11815
Carrollton,Texas,75007,Central,United States,HM-14860
Arlington,Virginia,22204,South,United States,KM-16375
Los Angeles,California,90032,West,United States,BF-11020
Frankfort,Illinois,60423,Central,United States,JE-15745
Seattle,Washington,98105,West,United States,EJ-14155
Philadelphia,Pennsylvania,19143,East,United States,BN-11470
Columbus,Georgia,31907,South,United States,EC-14050
Virginia Beach,Virginia,23464,South,United States,TT-21220
Des Moines,Washington,98198,West,United States,NP-18685
Bethlehem,Pennsylvania,18018,East,United States,AH-10195
Oklahoma City,Oklahoma,73120,Central,United States,CC-12145
Rancho Cucamonga,California,91730,West,United States,DL-13315
Los Angeles,California,90032,West,United States,XP-21865
Philadelphia,Pennsylvania,19120,East,United States,MA-17560
Houston,Texas,77036,Central,United States,SZ-20035
Seattle,Washington,98103,West,United States,CS-11845
Yonkers,New York,10701,East,United States,MH-18115
San Francisco,California,94110,West,United States,CB-12025
Los Angeles,California,90008,West,United States,JO-15145
Miami,Florida,33142,South,United States,PA-19060
Burlington,Vermont,05408,East,United States,SV-20785
Fayetteville,Arkansas,72701,South,United States,KL-16555
Odessa,Texas,79762,Central,United States,BC-11125
Virginia Beach,Virginia,23464,South,United States,PO-18850
Milwaukee,Wisconsin,53209,Central,United States,AG-10675
Rochester,Minnesota,55901,Central,United States,SP-20860
Louisville,Colorado,80027,West,United States,LH-17020
San Francisco,California,94122,West,United States,AD-10180
Houston,Texas,77036,Central,United States,KT-16465
Miami,Florida,33180,South,United States,PJ-19015
Medina,Ohio,44256,East,United States,MC-18100
Roseville,Minnesota,55113,Central,United States,BO-11350
Houston,Texas,77041,Central,United States,DP-13000
Yonkers,New York,10701,East,United States,TM-21490
San Diego,California,92037,West,United States,DV-13045
Springfield,Virginia,22153,South,United States,AH-10690
Decatur,Illinois,62521,Central,United States,AB-10165
Garland,Texas,75043,Central,United States,JS-15940
Oceanside,New York,11572,East,United States,BV-11245
Houston,Texas,77095,Central,United States,NC-18415
Greenville,North Carolina,27834,South,United States,SU-20665
San Francisco,California,94110,West,United States,DJ-13510
Greensboro,North Carolina,27405,South,United States,DL-12865
Knoxville,Tennessee,37918,South,United States,Dp-13240
Grand Island,Nebraska,68801,Central,United States,TM-21010
Lakewood,California,90712,West,United States,TZ-21580
Lawrence,Massachusetts,1841,East,United States,SC-20260
Los Angeles,California,90049,West,United States,LS-17230
Houston,Texas,77036,Central,United States,MV-18190
New York City,New York,10035,East,United States,BD-11620
New York City,New York,10011,East,United States,CV-12295
Newark,Delaware,19711,East,United States,KB-16315
Seattle,Washington,98105,West,United States,ME-18010
Scottsdale,Arizona,85254,West,United States,AJ-10780
Oceanside,New York,11572,East,United States,DV-13465
Dallas,Texas,75220,Central,United States,JK-15325
Rochester,New York,14609,East,United States,SH-20395
Los Angeles,California,90045,West,United States,SC-20725
Woodbury,Minnesota,55125,Central,United States,CS-12250
Park Ridge,Illinois,60068,Central,United States,LH-16900
Dallas,Texas,75217,Central,United States,YC-21895
Monroe,Louisiana,71203,South,United States,CY-12745
Los Angeles,California,90004,West,United States,AH-10030
San Francisco,California,94109,West,United States,AR-10540
San Francisco,California,94122,West,United States,SS-20590
Fayetteville,North Carolina,28314,South,United States,DW-13585
Dallas,Texas,75217,Central,United States,NC-18625
Wichita,Kansas,67212,Central,United States,CD-11920
Springfield,Oregon,97477,West,United States,DW-13195
Houston,Texas,77041,Central,United States,EH-13990
Seattle,Washington,98103,West,United States,BD-11320
Akron,Ohio,44312,East,United States,KH-16630
Oak Park,Michigan,48237,Central,United States,NH-18610
Houston,Texas,77041,Central,United States,AG-10495
Seattle,Washington,98103,West,United States,RP-19855
Philadelphia,Pennsylvania,19134,East,United States,NB-18655
Los Angeles,California,90045,West,United States,JM-15580
Houston,Texas,77070,Central,United States,DM-13525
Philadelphia,Pennsylvania,19143,East,United States,CC-12220
Rogers,Arkansas,72756,South,United States,GA-14725
Los Angeles,California,90045,West,United States,CV-12805
Seattle,Washington,98105,West,United States,NC-18535
Wilmington,Delaware,19805,East,United States,GR-14560
Provo,Utah,84604,West,United States,JG-15805
San Francisco,California,94110,West,United States,EB-13750
Los Angeles,California,90004,West,United States,MC-17605
Lancaster,Ohio,43130,East,United States,BM-11650
Los Angeles,California,90004,West,United States,HF-14995
Seattle,Washington,98103,West,United States,ML-18265
New York City,New York,10024,East,United States,AH-10195
Los Angeles,California,90045,West,United States,TZ-21580
San Francisco,California,94109,West,United States,DM-13345
Clovis,New Mexico,88101,West,United States,TS-21505
Wichita,Kansas,67212,Central,United States,TB-21625
Chicago,Illinois,60653,Central,United States,LC-16870
Omaha,Nebraska,68104,Central,United States,AM-10360
Houston,Texas,77041,Central,United States,JE-15715
Philadelphia,Pennsylvania,19134,East,United States,CS-11950
Los Angeles,California,90045,West,United States,PF-19225
Richmond,Kentucky,40475,South,United States,PJ-18835
Waterbury,Connecticut,6708,East,United States,JF-15490
Los Angeles,California,90045,West,United States,NM-18520
Los Angeles,California,90036,West,United States,MH-17290
San Francisco,California,94122,West,United States,SZ-20035
Saint Petersburg,Florida,33710,South,United States,PR-18880
Lakewood,Ohio,44107,East,United States,FC-14245
Chandler,Arizona,85224,West,United States,LH-16750
Los Angeles,California,90008,West,United States,RM-19675
Palm Coast,Florida,32137,South,United States,DM-13525
New York City,New York,10035,East,United States,EH-14185
Jupiter,Florida,33458,South,United States,TC-21295
Glendale,Arizona,85301,West,United States,AI-10855
New York City,New York,10035,East,United States,JM-15535
Houston,Texas,77041,Central,United States,BE-11335
New York City,New York,10035,East,United States,DR-12880
Olathe,Kansas,66062,Central,United States,TA-21385
Sparks,Nevada,89431,West,United States,KN-16705
Rockford,Illinois,61107,Central,United States,PJ-18835
Philadelphia,Pennsylvania,19143,East,United States,MC-17605
Edmonds,Washington,98026,West,United States,BS-11755
San Francisco,California,94122,West,United States,PK-19075
Asheville,North Carolina,28806,South,United States,TS-21205
Los Angeles,California,90032,West,United States,BD-11725
Scottsdale,Arizona,85254,West,United States,TS-21340
Houston,Texas,77095,Central,United States,ST-20530
San Francisco,California,94109,West,United States,DB-13210
San Diego,California,92105,West,United States,KF-16285
Hamilton,Ohio,45011,East,United States,JM-16195
Parker,Colorado,80134,West,United States,TS-21505
Fremont,Nebraska,68025,Central,United States,YC-21895
Maple Grove,Minnesota,55369,Central,United States,Dp-13240
Newark,Delaware,19711,East,United States,SJ-20500
Miami,Florida,33180,South,United States,KB-16240
San Diego,California,92105,West,United States,CS-12250
Miami,Florida,33142,South,United States,EB-13870
Miami,Florida,33178,South,United States,PB-19150
San Antonio,Texas,78207,Central,United States,MT-18070
Jacksonville,Florida,32216,South,United States,BF-11020
Houston,Texas,77070,Central,United States,CG-12520
San Francisco,California,94122,West,United States,DH-13675
Philadelphia,Pennsylvania,19140,East,United States,SC-20440
Marion,Ohio,43302,East,United States,HG-15025
New York City,New York,10024,East,United States,MM-18055
Philadelphia,Pennsylvania,19140,East,United States,TH-21115
Los Angeles,California,90036,West,United States,JE-15745
Smyrna,Georgia,30080,South,United States,PG-18820
San Francisco,California,94122,West,United States,MB-17305
Chicago,Illinois,60653,Central,United States,JD-16015
Medford,Oregon,97504,West,United States,JH-15430
New York City,New York,10009,East,United States,EN-13780
Huntsville,Alabama,35810,South,United States,KC-16255
Philadelphia,Pennsylvania,19134,East,United States,MS-17980
Santa Clara,California,95051,West,United States,CK-12205
Long Beach,California,90805,West,United States,SJ-20125
Los Angeles,California,90008,West,United States,EA-14035
Santa Barbara,California,93101,West,United States,MG-17890
New York City,New York,10009,East,United States,AB-10255
Jacksonville,Florida,32216,South,United States,SC-20260
Cedar Hill,Texas,75104,Central,United States,TB-21355
Omaha,Nebraska,68104,Central,United States,JK-16090
Little Rock,Arkansas,72209,South,United States,CK-12595
Norfolk,Nebraska,68701,Central,United States,SS-20590
Concord,New Hampshire,3301,East,United States,MG-17890
Draper,Utah,84020,West,United States,JM-16195
San Francisco,California,94109,West,United States,SG-20470
Houston,Texas,77036,Central,United States,DB-12970
Montgomery,Alabama,36116,South,United States,JW-15220
Jackson,Mississippi,39212,South,United States,KD-16495
North Las Vegas,Nevada,89031,West,United States,IL-15100
Atlanta,Georgia,30318,South,United States,JE-15610
Chicago,Illinois,60610,Central,United States,SU-20665
Columbus,Ohio,43229,East,United States,EA-14035
Pasadena,California,91104,West,United States,RF-19840
Los Angeles,California,90004,West,United States,LC-17050
Clinton,Maryland,20735,East,United States,PS-18970
New York City,New York,10024,East,United States,PS-18970
San Diego,California,92037,West,United States,JO-15280
New York City,New York,10011,East,United States,VP-21730
Lancaster,California,93534,West,United States,GA-14725
Great Falls,Montana,59405,West,United States,EM-14140
San Francisco,California,94110,West,United States,DB-13615
Lakewood,New Jersey,8701,East,United States,ML-17395
Cleveland,Ohio,44105,East,United States,JH-15430
Lawrence,Massachusetts,1841,East,United States,BP-11095
Concord,New Hampshire,3301,East,United States,SB-20185
Baltimore,Maryland,21215,East,United States,SV-20785
Columbus,Ohio,43229,East,United States,DO-13435
Houston,Texas,77041,Central,United States,TB-21355
New York City,New York,10011,East,United States,BS-11380
Greensboro,North Carolina,27405,South,United States,FM-14215
New York City,New York,10024,East,United States,JL-15835
San Francisco,California,94109,West,United States,AF-10870
Monroe,Louisiana,71203,South,United States,BG-11035
Cincinnati,Ohio,45231,East,United States,MB-17305
Seattle,Washington,98105,West,United States,HW-14935
New York City,New York,10011,East,United States,AB-10105
New York City,New York,10035,East,United States,JP-15460
Memphis,Tennessee,38109,South,United States,DV-13045
San Diego,California,92105,West,United States,CM-12190
La Crosse,Wisconsin,54601,Central,United States,SC-20695
Los Angeles,California,90032,West,United States,VW-21775
Seattle,Washington,98115,West,United States,PP-18955
Miami,Florida,33180,South,United States,DR-12880
Philadelphia,Pennsylvania,19143,East,United States,RB-19465
Chesapeake,Virginia,23320,South,United States,NF-18385
New York City,New York,10009,East,United States,CR-12580
Ann Arbor,Michigan,48104,Central,United States,SU-20665
La Mesa,California,91941,West,United States,SC-20050
Dearborn,Michigan,48126,Central,United States,ML-18040
San Diego,California,92024,West,United States,GM-14440
Lakewood,Ohio,44107,East,United States,JK-15640
Meriden,Connecticut,6450,East,United States,AT-10435
Roswell,Georgia,30076,South,United States,AH-10690
Seattle,Washington,98105,West,United States,SJ-20125
Morristown,New Jersey,7960,East,United States,HM-14860
Alexandria,Virginia,22304,South,United States,AG-10495
Salt Lake City,Utah,84106,West,United States,JB-16000
Apple Valley,California,92307,West,United States,AJ-10795
New York City,New York,10009,East,United States,MM-18280
Long Beach,California,90805,West,United States,TH-21235
Salem,Oregon,97301,West,United States,AH-10120
Aurora,Colorado,80013,West,United States,CL-12700
Newark,Ohio,43055,East,United States,JG-15310
Seattle,Washington,98103,West,United States,SE-20110
Pocatello,Idaho,83201,West,United States,TG-21640
Dallas,Texas,75081,Central,United States,SH-19975
Seattle,Washington,98105,West,United States,MC-17275
Seattle,Washington,98115,West,United States,PJ-18835
Chicago,Illinois,60610,Central,United States,ZC-21910
Holland,Michigan,49423,Central,United States,SC-20680
Broken Arrow,Oklahoma,74012,Central,United States,BP-11230
Athens,Georgia,30605,South,United States,RD-19585
Seattle,Washington,98105,West,United States,KL-16645
Apopka,Florida,32712,South,United States,CK-12205
Houston,Texas,77070,Central,United States,RB-19705
Baltimore,Maryland,21215,East,United States,KM-16225
San Francisco,California,94109,West,United States,AH-10465
Chicago,Illinois,60623,Central,United States,AG-10765
Laredo,Texas,78041,Central,United States,EB-14170
San Francisco,California,94109,West,United States,PG-18895
Cleveland,Ohio,44105,East,United States,CA-12055
Marion,Ohio,43302,East,United States,SS-20875
Fairfield,Connecticut,6824,East,United States,RP-19390
New York City,New York,10009,East,United States,SC-20440
New York City,New York,10024,East,United States,NW-18400
Chicago,Illinois,60653,Central,United States,KW-16435
New York City,New York,10035,East,United States,HR-14770
Richmond,Virginia,23223,South,United States,AG-10900
Ann Arbor,Michigan,48104,Central,United States,BM-11650
Lafayette,Indiana,47905,Central,United States,RD-19720
Springfield,Oregon,97477,West,United States,KB-16585
San Francisco,California,94109,West,United States,DW-13585
Chicago,Illinois,60653,Central,United States,VG-21805
New York City,New York,10011,East,United States,DR-12880
Houston,Texas,77095,Central,United States,AH-10690
Madison,Wisconsin,53711,Central,United States,JP-15520
Milford,Connecticut,6460,East,United States,DR-12880
New York City,New York,10024,East,United States,JK-15625
Los Angeles,California,90049,West,United States,MV-17485
San Francisco,California,94109,West,United States,BP-11155
Fairfield,California,94533,West,United States,DH-13075
Greenville,North Carolina,27834,South,United States,LH-16900
Long Beach,New York,11561,East,United States,DK-13090
Buffalo Grove,Illinois,60089,Central,United States,SS-20410
San Diego,California,92037,West,United States,FP-14320
Richmond,Kentucky,40475,South,United States,LC-17050
Springfield,Virginia,22153,South,United States,AS-10240
Fort Worth,Texas,76106,Central,United States,HG-15025
Raleigh,North Carolina,27604,South,United States,BW-11065
Hialeah,Florida,33012,South,United States,BH-11710
Los Angeles,California,90032,West,United States,JP-16135
Lake Forest,California,92630,West,United States,JM-16195
Long Beach,New York,11561,East,United States,FH-14365
Seattle,Washington,98103,West,United States,MC-17575
Redding,California,96003,West,United States,EB-13870
San Antonio,Texas,78207,Central,United States,PM-19135
Houston,Texas,77070,Central,United States,AR-10345
Leominster,Massachusetts,1453,East,United States,SS-20875
Los Angeles,California,90032,West,United States,SC-20440
Springfield,Missouri,65807,Central,United States,EA-14035
Waco,Texas,76706,Central,United States,TP-21130
Los Angeles,California,90036,West,United States,BP-11290
Auburn,New York,13021,East,United States,LM-17065
San Francisco,California,94109,West,United States,KT-16465
Los Angeles,California,90008,West,United States,AP-10915
Los Angeles,California,90049,West,United States,JD-15790
Chico,California,95928,West,United States,XP-21865
Springfield,Oregon,97477,West,United States,JK-16090
Jacksonville,Florida,32216,South,United States,MG-18205
Bakersfield,California,93309,West,United States,PG-18820
New York City,New York,10011,East,United States,LD-17005
El Paso,Texas,79907,Central,United States,MN-17935
Thousand Oaks,California,91360,West,United States,RD-19900
Springfield,Ohio,45503,East,United States,JP-16135
Dallas,Texas,75220,Central,United States,KE-16420
Knoxville,Tennessee,37918,South,United States,DL-13315
Chattanooga,Tennessee,37421,South,United States,KB-16240
San Diego,California,92037,West,United States,JD-16150
Tampa,Florida,33614,South,United States,AC-10450
Utica,New York,13501,East,United States,LS-17245
San Francisco,California,94122,West,United States,CS-12175
Columbus,Ohio,43229,East,United States,AR-10510
New York City,New York,10035,East,United States,KB-16405
Richmond,Indiana,47374,Central,United States,MM-17920
San Diego,California,92105,West,United States,RF-19735
Concord,North Carolina,28027,South,United States,BP-11290
Miami,Florida,33178,South,United States,MJ-17740
Los Angeles,California,90036,West,United States,DO-13645
Seattle,Washington,98115,West,United States,MV-17485
Arlington,Virginia,22204,South,United States,MG-17875
San Diego,California,92105,West,United States,BS-11665
Roseville,Minnesota,55113,Central,United States,PO-19180
Virginia Beach,Virginia,23464,South,United States,DA-13450
Dallas,Texas,75220,Central,United States,AH-10690
Concord,California,94521,West,United States,JK-15730
Conway,Arkansas,72032,South,United States,MS-17530
Philadelphia,Pennsylvania,19120,East,United States,JK-15640
Little Rock,Arkansas,72209,South,United States,CM-12235
Meriden,Connecticut,6450,East,United States,RS-19420
Philadelphia,Pennsylvania,19143,East,United States,BP-11185
Cheyenne,Wyoming,82001,West,United States,MA-17995
Anaheim,California,92804,West,United States,EB-13705
Bloomington,Indiana,47401,Central,United States,RD-19900
Jonesboro,Arkansas,72401,South,United States,EH-14005
Philadelphia,Pennsylvania,19140,East,United States,FM-14290
Lawrence,Massachusetts,1841,East,United States,FG-14260
New York City,New York,10011,East,United States,MV-17485
San Diego,California,92105,West,United States,JW-15220
San Francisco,California,94109,West,United States,EH-13765
San Francisco,California,94110,West,United States,LS-17245
Cranston,Rhode Island,2920,East,United States,BP-11050
Owensboro,Kentucky,42301,South,United States,CC-12220
Baltimore,Maryland,21215,East,United States,JM-15580
Chicago,Illinois,60610,Central,United States,RD-19720
Atlanta,Georgia,30318,South,United States,SS-20410
Los Angeles,California,90036,West,United States,KD-16495
Los Angeles,California,90049,West,United States,PL-18925
Richmond,Indiana,47374,Central,United States,ZD-21925
San Francisco,California,94110,West,United States,LS-16945
San Francisco,California,94122,West,United States,PB-18805
Westfield,New Jersey,7090,East,United States,PC-18745
San Francisco,California,94122,West,United States,FM-14290
San Jose,California,95123,West,United States,KD-16495
Seattle,Washington,98115,West,United States,SC-20680
Owensboro,Kentucky,42301,South,United States,DW-13585
New York City,New York,10035,East,United States,PF-19120
New York City,New York,10011,East,United States,DK-13225
Springfield,Virginia,22153,South,United States,RB-19435
Bellingham,Washington,98226,West,United States,GD-14590
Decatur,Alabama,35601,South,United States,RA-19885
Fayetteville,Arkansas,72701,South,United States,DB-13555
Philadelphia,Pennsylvania,19120,East,United States,RL-19615
Seattle,Washington,98103,West,United States,RB-19465
Plano,Texas,75023,Central,United States,JF-15295
Los Angeles,California,90049,West,United States,RW-19690
Los Angeles,California,90032,West,United States,VG-21790
Los Angeles,California,90036,West,United States,JM-15265
Des Moines,Iowa,50315,Central,United States,BE-11455
Southaven,Mississippi,38671,South,United States,CB-12535
Houston,Texas,77041,Central,United States,SD-20485
New York City,New York,10009,East,United States,SG-20890
Reading,Pennsylvania,19601,East,United States,TS-21430
San Francisco,California,94109,West,United States,DK-13225
Los Angeles,California,90045,West,United States,ML-17395
Los Angeles,California,90004,West,United States,MA-17560
San Francisco,California,94109,West,United States,LR-17035
New York City,New York,10009,East,United States,BE-11335
San Diego,California,92105,West,United States,CC-12145
New York City,New York,10024,East,United States,BD-11770
New York City,New York,10011,East,United States,JK-15640
Charlotte,North Carolina,28205,South,United States,DB-13615
Overland Park,Kansas,66212,Central,United States,RR-19525
Mesa,Arizona,85204,West,United States,SV-20935
Tulsa,Oklahoma,74133,Central,United States,RB-19465
New York City,New York,10035,East,United States,MV-18190
Philadelphia,Pennsylvania,19143,East,United States,EH-14185
Hattiesburg,Mississippi,39401,South,United States,JS-16030
Los Angeles,California,90049,West,United States,ES-14020
Columbus,Ohio,43229,East,United States,NS-18640
Caldwell,Idaho,83605,West,United States,SH-19975
Phoenix,Arizona,85023,West,United States,RF-19345
Miami,Florida,33142,South,United States,DL-12865
Los Angeles,California,90004,West,United States,AG-10390
Troy,New York,12180,East,United States,SW-20245
New Bedford,Massachusetts,2740,East,United States,KN-16390
Florence,South Carolina,29501,South,United States,GB-14530
Los Angeles,California,90049,West,United States,CL-12565
Los Angeles,California,90008,West,United States,KF-16285
Los Angeles,California,90049,West,United States,AY-10555
Columbus,Ohio,43229,East,United States,BD-11635
Kenner,Louisiana,70065,South,United States,HG-15025
Cedar Hill,Texas,75104,Central,United States,CB-12025
Providence,Rhode Island,2908,East,United States,LS-16945
Lancaster,Ohio,43130,East,United States,DM-13015
Seattle,Washington,98115,West,United States,AC-10615
Jacksonville,North Carolina,28540,South,United States,LT-17110
Miami,Florida,33142,South,United States,AH-10585
Nashua,New Hampshire,3060,East,United States,SS-20140
New York City,New York,10011,East,United States,TD-20995
Los Angeles,California,90036,West,United States,PP-18955
Carrollton,Texas,75007,Central,United States,PG-18820
Georgetown,Kentucky,40324,South,United States,AA-10645
Los Angeles,California,90008,West,United States,FA-14230
Sierra Vista,Arizona,85635,West,United States,TB-21520
Knoxville,Tennessee,37918,South,United States,AH-10075
Tucson,Arizona,85705,West,United States,CP-12085
